state,city,station,latitude,longitude,Co,Nh3,No2,Ozone,Pm10,Pm2.5,So2,state_encoded,city_encoded
Bihar,Patna,"Govt. High School Shikarpur, Patna - Bspcb",25.592539,85.227158,0.8986717787830638,0.5504114078641149,0.45694501767888573,0.25121904083107516,0.6103232293008634,243.8,0.14496724914880044,4,181
Bihar,Patna,"Igsc Planetarium Complex, Patna - Bspcb",25.610369,85.132568,0.0,0.5504114078641149,0.0,0.6450219827791751,0.5016372857841502,144.5,0.12369469351150308,4,181
Bihar,Patna,"Muradpur, Patna - Bspcb",25.619651,85.147382,0.7155958205051747,0.4335954267425991,0.2825077928339651,0.14537424586593983,0.5029239687303253,78.8,0.3267923252876864,4,181
Bihar,Patna,"Rajbansi Nagar, Patna - Bspcb",25.599486,85.113666,0.9071690588651637,0.5504114078641149,0.5952080174007665,0.6776451523042609,0.5181898707394672,94.0,0.08595762511309046,4,181
Bihar,Patna,"Samanpura, Patna - Bspcb",25.596727,85.085624,0.9999999999999998,0.7323178146799431,0.3351854623481799,0.43569868089967156,0.7250989451085745,93.8,0.1308927213745823,4,181
Bihar,Purnia,"Mariam Nagar, Purnia - Bspcb",25.366336,87.117468,0.8004316014510693,0.32800227820223793,0.0,0.4127385195678973,0.20942301916529837,97.8,0.587927924147483,4,189
Bihar,Saharsa,"Police Line, Saharsa - Bspcb",25.892357,86.590325,0.6199058601375269,0.4335954267425991,0.04055370135549419,0.25121904083107516,0.6460551150258893,126.4,0.6720757133831997,4,202
Bihar,Samastipur,"Dm Office_Kasipur, Samastipur - Bspcb",25.859655,85.77944,0.0,0.0,0.08588888240438941,0.1546101270863337,0.418524865101241,135.4,0.773638695362071,4,203
Bihar,Sasaram,"Dada Peer, Sasaram - Bspcb",24.952822,84.002396,0.9707735828477129,0.4335954267425991,0.0,0.563924476326516,0.0,41.9,0.0,4,205
Bihar,Siwan,"Chitragupta Nagar, Siwan - Bspcb",26.2271665,84.3570427,0.8738530841958212,0.0,0.0,0.34022912018027973,0.38568926373136936,66.25,0.27711888092985715,4,216
Chandigarh,Chandigarh,"Sector 22, Chandigarh - Cpcc",30.735567,76.775714,0.652206659386078,0.9534667378442546,0.16312786898073228,0.8024214487656324,0.0724399402352911,69.4,0.4127499504007769,5,59
Chandigarh,Chandigarh,"Sector-25, Chandigarh - Cpcc",30.751462,76.762879,0.27776204557288997,0.7615977049448371,0.23330419565042426,0.3832866957225297,0.42570478905705933,115.8,0.18483281627355086,5,59
Chandigarh,Chandigarh,"Sector-53, Chandigarh - Cpcc",30.719859,76.738637,0.7559642236218009,0.8478735893038934,0.7019315718416578,0.5796899225047959,0.1409802779349394,50.2,0.4127499504007769,5,59
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - Cecb",21.194815,81.31477,0.45787097608093075,0.32800227820223793,0.6194793566029247,0.050716488624407696,0.130351380175326,41.9,0.27711888092985715,6,40
Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",21.185571,81.343175,0.4610584331873335,1.0,0.8385262124883172,0.28537160159891406,0.09301010001920318,52.6,0.27711888092985715,6,40
Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - Cecb",21.224231,81.40835,0.48286492228590205,0.5198713111016555,0.7595349013474747,0.1724544199480792,0.04648529767691967,53.8,1.0,6,40
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - Ntpc",22.08815,82.13737,0.7409351713198034,0.5504114078641149,0.7188160405105809,0.5303564381412035,0.303073358053239,66.8,0.554237761859714,6,49
Chhattisgarh,Chhal,"Nawapara Secl Colony, Chhal - Cecb",22.118125,83.140608,0.30379779209713953,0.5198713111016555,0.20923984982001764,0.6235093749773645,0.16994354602299877,55.0,0.27711888092985715,6,63
Chhattisgarh,Korba,"Rampur, Korba - Cecb",22.368195,82.746431,0.27329959348614064,0.0,0.17461839884944041,0.11628635977648116,0.206213377148996,68.0,0.7950724620343098,6,136
Chhattisgarh,Korba,"Urja Nagar, Korba - Cecb",22.348441,82.549611,0.4215245355511321,0.0,0.41201735828319486,0.5796899225047959,0.48205990981464764,101.6,0.08595762511309046,6,136
Chhattisgarh,Kunjemura,"Op Jindal School, Kunjemura - Cecb",22.12665,83.483212,0.577930372174835,0.1918690328994176,0.6619527834616018,0.3569340600166754,0.7212958511832324,67.6,0.5657373970124536,6,138
Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - Cecb",22.1910172,83.5197009,0.07575775820463315,0.1918690328994176,0.49422291912995886,1.0,0.0,41.9,0.5483810198716966,6,154
Chhattisgarh,Raipur,"Aiims, Raipur - Cecb",21.258815,81.578979,0.7883409619334636,0.5504114078641149,0.540543770795601,0.0,0.5016372857841502,98.8,0.48542608689567335,6,190
Chhattisgarh,Raipur,"Bhatagaon New Isbt, Raipur - Cecb",21.219665,81.630094,0.9999999999999998,0.1918690328994176,0.5812943037409105,0.0,0.35051574961927834,59.0,0.5657373970124536,6,190
Chhattisgarh,Raipur,"Siltara Phase-Ii, Raipur - Cecb",21.371751,81.664929,0.4859103192706813,0.1918690328994176,0.6714103640682593,0.0,0.5016372857841502,55.8,0.0,6,190
Chhattisgarh,Tumidih,"Op Jindal Industrial Park, Tumidih - Cecb",22.06631475,83.33820077,0.07575775820463315,0.1918690328994176,0.8096291371825429,1.0,0.5490042481488402,114.0,0.27711888092985715,6,234
Delhi,Delhi,"Alipur, Delhi - Dpcc",28.815329,77.15301,0.324585366930662,0.9840068346067138,0.7535440540968709,0.4531463018311147,0.965349334828443,227.4,0.3452833880955134,7,75
Delhi,Delhi,"Anand Vihar, Delhi - Dpcc",28.647622,77.315809,0.9196723386363972,1.0,0.9820153088377611,0.24401687836584052,0.9538861106584395,229.66666666666666,0.3994684617825831,7,75
Delhi,Delhi,"Ashok Vihar, Delhi - Dpcc",28.695381,77.181665,0.9999999999999998,0.7117403440010731,0.9160951640788636,0.6800458132535502,1.0,261.25,0.8509905230767302,7,75
Delhi,Delhi,"Aya Nagar, Delhi - Imd",28.4706914,77.1099364,0.5596636061803586,0.5504114078641149,0.7769675032143918,0.6553517063469584,0.9311207568786033,202.2,0.48542608689567335,7,75
Delhi,Delhi,"Bawana, Delhi - Dpcc",28.7762,77.051074,0.6784507715865427,0.7615977049448371,0.5254869293003998,0.563924476326516,0.8937044237698428,261.25,0.571383712008764,7,75
Delhi,Delhi,"Burari Crossing, Delhi - Imd",28.7256504,77.2011573,0.6030103368449613,0.5504114078641149,0.9999999999999999,0.497476185915695,0.9466874631125752,222.0,0.48542608689567335,7,75
Delhi,Delhi,"Chandni Chowk, Delhi - Iitm",28.656756,77.227234,0.7705911121674782,0.8318311289201817,0.755050530248908,0.5196994891758707,0.5016372857841502,261.25,0.7985518997241731,7,75
Delhi,Delhi,"Crri Mathura Road, Delhi - Imd",28.5512005,77.2735737,0.6293310478467748,0.5504114078641149,0.6581037097308143,0.1977862310430818,0.9980449991453715,209.0,0.48542608689567335,7,75
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - Dpcc",28.498571,77.26484,0.7614952726124902,0.7615977049448371,0.7936446604436035,0.6824318804290975,0.9480862995231649,250.6,0.4127499504007769,7,75
Delhi,Delhi,"Dtu, Delhi - Cpcb",28.7500499,77.1112615,0.17542335314984925,0.8236012300020444,0.6657637469257182,0.26523863262219904,0.7530077835794478,206.2,0.8602050509239544,7,75
Delhi,Delhi,"Dwarka-Sector 8, Delhi - Dpcc",28.5710274,77.0719006,0.911368675000044,1.0,0.9764166040828458,0.43569868089967156,1.0,261.25,0.8781108105317245,7,75
Delhi,Delhi,"Igi Airport (T3), Delhi - Imd",28.5627763,77.1180053,0.5324616091001066,0.5504114078641149,0.982293117702579,0.3933515251742171,0.9382376980437339,186.8,0.48542608689567335,7,75
Delhi,Delhi,"Ihbas, Dilshad Garden, Delhi - Cpcb",28.6811736,77.3025234,0.9999999999999998,0.7801572311577266,0.8551092642566854,0.6317153918046899,0.8906870955795934,194.4,0.5241981977890439,7,75
Delhi,Delhi,"Iit Delhi, Delhi - Iitm",28.54246,77.191651,0.7503766382275197,0.5504114078641149,0.7977034414500751,0.3676883448390792,0.8653066062523598,184.0,0.48542608689567335,7,75
Delhi,Delhi,"Ito, Delhi - Cpcb",28.628624,77.24106,0.5753579093336956,0.1918690328994176,0.8109316905931235,0.6450219827791751,1.0,261.25,0.5241981977890439,7,75
Delhi,Delhi,"Jahangirpuri, Delhi - Dpcc",28.73282,77.170633,0.6103153098481988,1.0,0.9999999999999999,0.4401338336441857,1.0,261.25,1.0,7,75
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - Dpcc",28.58028,77.233829,0.9999999999999998,1.0,0.9555589056841302,0.5918616525867321,1.0,255.4,1.0,7,75
Delhi,Delhi,"Lodhi Road, Delhi - Imd",28.5918245,77.2273074,0.8827418547575852,0.5504114078641149,0.7505132969772655,0.7273387260193404,0.9159455050678265,171.4,0.48542608689567335,7,75
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - Dpcc",28.611281,77.237738,0.9085725188014957,1.0,0.9999999999999999,0.6423965091664238,1.0,212.6,0.37172742154917826,7,75
Delhi,Delhi,"Mandir Marg, Delhi - Dpcc",28.636429,77.201067,0.4705107841724412,0.7615977049448371,0.9999999999999999,0.8594063809107949,0.9188604485916736,191.4,0.4127499504007769,7,75
Delhi,Delhi,"Mundka, Delhi - Dpcc",28.684678,77.076574,0.7055283657051501,0.9956915581568614,0.9465231817014618,0.46158763451778306,1.0,261.25,0.828762624322079,7,75
Delhi,Delhi,"Najafgarh, Delhi - Dpcc",28.570173,76.933762,0.26880041298570245,1.0,0.951970029655491,0.7899598674643996,0.7145923986198599,238.6,0.8122184121833599,7,75
Delhi,Delhi,"Narela, Delhi - Dpcc",28.822836,77.101981,0.6408885046652324,0.7117403440010731,0.640290055286643,0.7230723053001097,0.9782015936976989,259.0,0.681056207139198,7,75
Delhi,Delhi,"Nehru Nagar, Delhi - Dpcc",28.56789,77.250515,0.7900846551023106,0.8066991739956514,0.9797855898406443,0.5703068420171126,1.0,261.25,0.7194770489237373,7,75
Delhi,Delhi,"North Campus, Du, Delhi - Imd",28.6573814,77.1585447,0.49792503027299984,0.5504114078641149,0.9772616190556028,0.7230723053001097,1.0,234.8,0.48542608689567335,7,75
Delhi,Delhi,"Nsit Dwarka, Delhi - Cpcb",28.60909,77.0325413,0.7115910601399802,0.6560045564044759,0.1966189104295757,0.33449899152793316,0.7548309864817555,240.4,0.5483810198716966,7,75
Delhi,Delhi,"Okhla Phase-2, Delhi - Dpcc",28.530785,77.271255,0.9940386830710619,1.0,0.9999999999999999,0.6895042671147974,1.0,250.0,0.554237761859714,7,75
Delhi,Delhi,"Patparganj, Delhi - Dpcc",28.623763,77.287209,0.557003516527611,0.8857503796980876,0.9999999999999999,0.5303564381412035,1.0,256.4,0.6985197468368646,7,75
Delhi,Delhi,"Punjabi Bagh, Delhi - Dpcc",28.674045,77.131023,0.7578141317998746,0.5928165319549223,0.7895426234076491,0.617941808697036,1.0,255.4,0.7395422756884632,7,75
Delhi,Delhi,"Pusa, Delhi - Dpcc",28.639652,77.146275,0.9043512828068201,1.0,0.9999999999999999,0.505024627046201,1.0,261.25,0.5986434232906187,7,75
Delhi,Delhi,"Pusa, Delhi - Imd",28.63611,77.173332,0.9999999999999998,0.5504114078641149,0.9999999999999999,0.8563636769789643,0.8308534000741523,178.2,0.48542608689567335,7,75
Delhi,Delhi,"R K Puram, Delhi - Dpcc",28.563262,77.186937,0.938570672080296,0.8066991739956514,0.8798054638522347,0.512430636226808,0.9788718024487562,261.25,0.7808920948462242,7,75
Delhi,Delhi,"Rohini, Delhi - Dpcc",28.732528,77.11992,0.49195068288400745,1.0,0.7412751535574506,0.7714419597783021,1.0,261.25,0.5483810198716966,7,75
Delhi,Delhi,"Shadipur, Delhi - Cpcb",28.6514781,77.1473105,0.6588867508020015,0.9208188101571603,0.9456078324817302,0.4127385195678973,0.8929512598216713,261.25,0.3967666683307166,7,75
Delhi,Delhi,"Sirifort, Delhi - Cpcb",28.5504249,77.2159377,0.5906141742581548,0.6560045564044759,0.55943267152923,0.16363367027524278,1.0,261.25,1.0,7,75
Delhi,Delhi,"Sonia Vihar, Delhi - Dpcc",28.710508,77.249485,0.9438523300271624,0.7117403440010731,0.788165505067448,0.7459837171017175,1.0,261.25,1.0,7,75
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - Dpcc",28.531346,77.190156,0.48286492228590205,0.5198713111016555,0.7520316585734353,0.6036672595461016,0.8542667702995574,173.8,0.4127499504007769,7,75
Delhi,Delhi,"Vivek Vihar, Delhi - Dpcc",28.672342,77.31526,0.6632952210247927,0.7422804407635325,0.8516154051792054,0.44885656687460307,1.0,261.25,0.6142734182200612,7,75
Delhi,Delhi,"Wazirpur, Delhi - Dpcc",28.699793,77.165453,0.915536273419743,0.8633899715231798,0.9999999999999999,0.3933515251742171,1.0,261.25,0.24459138672107772,7,75
Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - Iitm",23.107969,72.574648,0.5931159971373254,0.4335954267425991,0.7334036284001163,0.28537160159891406,0.6407523147922216,93.4,0.7235589936184029,8,2
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - Iitm",22.977134,72.553024,0.950383439316193,1.0,0.9970046217273788,0.4819293282224303,0.685145167056441,117.8,1.0,8,2
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - Gpcb",23.002657,72.591912,0.44493197332115964,0.5504114078641149,0.9999999999999999,0.8262170275996489,0.5368340933768403,111.6,1.0,8,2
Gujarat,Ahmedabad,"Raikhad, Ahmedabad - Iitm",23.020509,72.579261,0.4416487962150495,1.0,0.9704489781025271,0.2982418313926839,0.6555041777917401,78.2,0.7915671546817832,8,2
Gujarat,Ahmedabad,"Rakhial, Ahmedabad - Iitm",23.016834,72.625775,0.557003516527611,0.7520376371672458,0.8743302055886176,0.5303564381412035,0.6169513448537676,134.2,0.48542608689567335,8,2
Gujarat,Ahmedabad,"Sac Isro Bopal, Ahmedabad - Iitm",23.041137,72.456691,0.5407652727364598,0.8857503796980876,0.621611795107098,0.28537160159891406,0.6481654991047789,153.66666666666666,0.37172742154917826,8,2
Gujarat,Ahmedabad,"Sac Isro Satellite, Ahmedabad - Iitm",23.023389,72.515201,0.9964310166264683,0.8929750583547077,0.42992310608000006,0.30452207483953353,0.6002668630872061,116.6,0.5824774395453044,8,2
Gujarat,Ahmedabad,"Svpi Airport Hansol, Ahmedabad - Iitm",23.076793,72.627874,0.8900403255889222,0.8399203388941693,0.8765296639478138,0.30452207483953353,0.7269930898361245,72.0,0.19740587250135755,8,2
Gujarat,Ankleshwar,"Gidc, Ankleshwar - Gpcb",21.613267,73.010555,0.8072223390256406,0.7615977049448371,0.5087493285777386,0.5232840514555038,0.4886441959341794,98.6,0.8751733451593829,8,13
Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",21.755417,72.139056,0.9999999999999998,0.5928165319549223,0.7826072255836573,0.34022912018027973,0.590070062091069,46.4,0.9120028836007782,8,39
Gujarat,Gandhinagar,"Gift City, Gandhinagar - Iitm",23.163798,72.677768,0.6431709603608755,0.8857503796980876,0.6824610034142359,0.30452207483953353,0.8333105837154546,96.8,0.3967666683307166,8,88
Gujarat,Gandhinagar,"Iiphg Lekawada, Gandhinagar - Iitm",23.243639,72.68994,0.9490834450175945,0.5928165319549223,0.31213041814816267,0.1724544199480792,0.5417265229560506,98.8,0.48542608689567335,8,88
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - Gpcb",23.221714,72.654328,0.7830762598123691,0.4335954267425991,0.7002016625679369,0.43569868089967156,0.6114321017736684,134.25,0.3542638818515117,8,88
Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59315,72.372792,0.9999999999999998,0.1918690328994176,0.5859883151540813,0.33449899152793316,0.46465761783248816,81.0,0.3075463196971008,8,153
Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro",22.248853,70.776774,0.9999999999999998,0.4335954267425991,0.652256951757611,0.3832866957225297,0.4912613757360762,88.8,0.828762624322079,8,193
Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",21.217779,72.834787,0.9999999999999998,0.4335954267425991,0.8109316905931235,0.1724544199480792,0.634337699164548,142.0,1.0,8,223
Gujarat,Surat,"Science Center, Surat - Smc",21.170046,72.795405,0.5211901304963482,0.5504114078641149,0.5493030299332328,0.5303564381412035,0.398037161687244,83.4,0.7194770489237373,8,223
Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.320153,73.216285,0.9999999999999998,0.1918690328994176,0.4008599345932139,0.0,0.47940948083200663,177.6,0.27711888092985715,8,238
Gujarat,Vapi,"Phase-1 Gidc, Vapi - Gpcb",20.362421,72.918013,0.557003516527611,0.5198713111016555,0.2825077928339651,0.4657411848288663,0.0,55.0,0.7296164002900597,8,239
Gujarat,Vatva,"Phase-4 Gidc, Vatva - Gpcb",22.969611,72.6435,0.14370477500749446,0.8784136860663528,0.9999999999999999,0.6776451523042609,0.7602734393769031,226.4,1.0,8,241
Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - Hspcb",28.6701,76.9254,0.6588867508020015,0.9208188101571603,0.25595214920911336,0.46158763451778306,0.5016372857841502,187.0,0.2215886945840102,9,22
Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - Hspcb",28.3419248,77.319699,0.49792503027299984,0.32800227820223793,0.41201735828319486,0.3982887832497489,1.0,203.6,0.08595762511309046,9,24
Haryana,Bhiwani,"H.B. Colony, Bhiwani - Hspcb",28.806223,76.141105,0.0,0.7117403440010731,0.5741441755540296,0.3832866957225297,0.6770877900395398,193.4,0.0,9,44
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - Hspcb",28.593883,76.270653,0.019352369427846572,0.5928165319549223,0.3133165644350805,0.4063819945463004,0.7586902432537834,261.25,0.37172742154917826,9,61
Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  Hspcb",28.2068,76.7997,0.9999999999999998,1.0,0.7535440540968709,0.22158180987709797,0.7868933635316626,254.8,0.2215886945840102,9,78
Haryana,Faridabad,"New Industrial Town, Faridabad - Hspcb",28.39072,77.30059,0.0,0.8478735893038934,0.49422291912995886,0.6604163810253386,0.6289488010299964,194.2,0.27711888092985715,9,85
Haryana,Faridabad,"Sector 30, Faridabad - Hspcb",28.4417,77.3217,0.7918228039274007,0.8478735893038934,0.6443205022237216,0.47391870647728884,0.4551124834418663,98.8,0.15863376160798714,9,85
